make,manufactured,reg_date,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
mercedes-benz,2017.0,2018.0,luxury sedan,auto,295.0,2996.0,2.0,27990.0,39001.0,2382.0,116755.0,39000.0,82926.0,121267.0,270400.0
bmw,2016.0,2017.0,mpv,auto,85.0,1496.0,1.0,12880.0,49430.0,1082.0,46705.0,79000.0,31478.0,26070.0,92200.0
mini,2016.0,2016.0,sports car,auto,141.0,1998.0,1.0,18520.0,56089.0,1210.0,48222.0,41000.0,30753.0,30055.0,115300.0
mercedes-benz,2015.0,2016.0,suv,auto,115.0,1595.0,2.0,15560.0,51010.0,740.0,44482.0,71900.0,29776.0,28687.0,97700.0
mercedes-benz,2016.0,2016.0,luxury sedan,auto,90.0,1595.0,2.0,14990.0,53000.0,740.0,47699.0,45000.0,27843.0,25981.0,102100.0
subaru,2015.0,2015.0,luxury sedan,auto,129.0,2498.0,1.0,10720.0,57501.0,1798.0,38684.0,87707.0,20206.0,20289.0,61400.0
lexus,2021.0,2021.0,luxury sedan,auto,164.0,2494.0,1.0,16140.0,47806.0,1792.0,78622.0,800.0,47413.0,43379.0,198000.0
nissan,2016.0,2016.0,suv,auto,106.0,1997.0,2.0,12320.0,49602.0,1210.0,39820.0,96000.0,22509.0,23513.0,76800.0
honda,2008.0,2009.0,mid-sized sedan,auto,70.0,1339.0,2.0,6330.0,30574.0,708.0,25037.0,108000.0,32199.0,19320.0,57000.0
lexus,2009.0,2009.0,suv,auto,220.0,3456.0,4.0,9180.0,33018.0,4030.0,25103.0,110786.0,71009.0,42606.0,76800.0
porsche,2014.0,2014.0,suv,auto,250.0,2997.0,3.0,33030.0,63001.0,2382.0,85278.0,128000.0,72190.0,101942.0,165900.0
toyota,2015.0,2016.0,mid-sized sedan,auto,90.0,1598.0,2.0,10280.0,57498.0,742.0,38885.0,103800.0,19589.0,19589.0,60300.0
porsche,2015.0,2015.0,suv,auto,250.0,2997.0,3.0,28280.0,75000.0,2382.0,92833.0,100000.0,70242.0,98436.0,173800.0
peugeot,2017.0,2018.0,suv,auto,96.0,1199.0,1.0,17310.0,36890.0,508.0,41817.0,55600.0,22852.0,23993.0,136200.0
honda,2008.0,2009.0,mid-sized sedan,auto,92.0,1595.0,3.0,9010.0,12763.0,962.0,6518.0,110185.0,25139.0,25139.0,25300.0
mitsubishi,2016.0,2016.0,mid-sized sedan,auto,57.0,1193.0,1.0,8070.0,50951.0,506.0,30454.0,71000.0,14259.0,5000.0,49300.0
mercedes-benz,2020.0,2020.0,suv,auto,200.0,1991.0,1.0,19620.0,36502.0,1202.0,77243.0,11000.0,47482.0,58475.0,229800.0
honda,2017.0,2017.0,suv,auto,96.0,1496.0,1.0,9190.0,42900.0,682.0,36781.0,53000.0,19455.0,14455.0,69100.0
bmw,2013.0,2014.0,luxury sedan,auto,235.0,2979.0,1.0,26340.0,67304.0,2362.0,93795.0,112583.0,85073.0,125132.0,149400.0
volvo,2014.0,2014.0,luxury sedan,auto,84.0,1560.0,1.0,11230.0,65710.0,1144.0,31550.0,111666.0,29416.0,18183.0,47100.0
porsche,2009.0,2010.0,sports car,auto,294.0,4806.0,4.0,17350.0,33018.0,6252.0,24931.0,91000.0,161973.0,161973.0,144100.0
mercedes-benz,2017.0,2018.0,hatchback,auto,90.0,1595.0,1.0,12170.0,38200.0,740.0,43350.0,84000.0,23606.0,25049.0,99900.0
mitsubishi,2016.0,2016.0,mid-sized sedan,auto,57.0,1193.0,1.0,7610.0,51507.0,506.0,30364.0,72707.0,14842.0,5000.0,46000.0
bmw,2013.0,2014.0,luxury sedan,auto,100.0,1598.0,4.0,14100.0,72290.0,742.0,38437.0,105000.0,36263.0,32769.0,58300.0
nissan,2017.0,2017.0,suv,auto,106.0,1997.0,1.0,11420.0,49000.0,1210.0,49893.0,79000.0,24886.0,26841.0,91100.0
volkswagen,2015.0,2017.0,hatchback,auto,81.0,1197.0,2.0,9200.0,46778.0,508.0,34074.0,71000.0,18197.0,8197.0,64900.0
toyota,2008.0,2009.0,mpv,auto,97.0,1794.0,5.0,7330.0,16140.0,1264.0,7049.0,144014.0,18803.0,18803.0,17600.0
bmw,2014.0,2014.0,luxury sedan,auto,180.0,1997.0,1.0,19820.0,74000.0,1210.0,61749.0,73000.0,49917.0,56884.0,104300.0
honda,2008.0,2009.0,mpv,auto,103.0,1799.0,5.0,6220.0,33018.0,1271.0,24958.0,137000.0,21832.0,21832.0,51700.0
mercedes-benz,2019.0,2019.0,suv,auto,155.0,1991.0,1.0,20240.0,39401.0,1202.0,71268.0,15500.0,44771.0,54680.0,201100.0
seat,2017.0,2018.0,stationwagon,auto,85.0,999.0,1.0,9310.0,38801.0,392.0,47993.0,18990.0,27921.0,31090.0,85800.0
toyota,2019.0,2019.0,mid-sized sedan,auto,96.0,1598.0,1.0,9650.0,26309.0,742.0,36982.0,30000.0,21858.0,22602.0,93300.0
bmw,2017.0,2017.0,suv,auto,180.0,1997.0,1.0,19080.0,57390.0,1210.0,90147.0,123000.0,55380.0,71684.0,172500.0
bmw,2013.0,2013.0,luxury sedan,auto,180.0,1997.0,2.0,17510.0,79300.0,1210.0,53107.0,110000.0,50910.0,58638.0,75800.0
toyota,2016.0,2016.0,suv,auto,111.0,1986.0,1.0,13290.0,56000.0,1196.0,46171.0,90000.0,28830.0,27362.0,85600.0
toyota,2010.0,2010.0,mid-sized sedan,auto,80.0,1598.0,4.0,6460.0,32875.0,890.0,28399.0,147000.0,16716.0,16716.0,61400.0
toyota,2019.0,2019.0,mid-sized sedan,auto,79.0,1496.0,1.0,8440.0,32309.0,682.0,36710.0,33912.0,13787.0,13787.0,83400.0
porsche,2016.0,2016.0,suv,auto,185.0,1984.0,2.0,27860.0,56000.0,1194.0,92652.0,48500.0,62517.0,84531.0,206600.0
proton,2011.0,2011.0,mpv,auto,93.0,1597.0,1.0,7350.0,20699.0,816.0,19043.0,115232.0,14122.0,14122.0,37200.0
bmw,2009.0,2009.0,sports car,auto,150.0,2497.0,6.0,11460.0,37941.0,2155.0,30748.0,126000.0,55107.0,55107.0,102200.0
daihatsu,2007.0,2007.0,sports car,auto,47.0,659.0,3.0,10350.0,45400.0,456.0,27190.0,74000.0,15348.0,16883.0,68200.0
subaru,2016.0,2016.0,suv,auto,110.0,1995.0,1.0,11110.0,56410.0,1208.0,41783.0,50125.0,16868.0,16868.0,72400.0
mini,2018.0,2018.0,hatchback,auto,75.0,1499.0,2.0,12630.0,31997.0,684.0,35829.0,27118.0,24947.0,16926.0,109800.0
mercedes-benz,2020.0,2021.0,sports car,auto,310.0,1991.0,1.0,26770.0,57700.0,1202.0,99561.0,652.0,56067.0,72921.0,334400.0
mazda,2019.0,2019.0,suv,auto,115.0,1998.0,3.0,8660.0,48209.0,1210.0,45427.0,33689.0,16621.0,16621.0,82000.0
volkswagen,2014.0,2014.0,hatchback,auto,90.0,1395.0,1.0,12520.0,61899.0,624.0,20552.0,95220.0,19229.0,5000.0,41800.0
mercedes-benz,2018.0,2018.0,luxury sedan,auto,155.0,1991.0,2.0,19160.0,32429.0,1202.0,80849.0,40000.0,58503.0,77306.0,191200.0
toyota,2008.0,2009.0,mpv,auto,125.0,2362.0,4.0,8040.0,35411.0,2129.0,27213.0,123500.0,27639.0,27639.0,68000.0
toyota,2017.0,2017.0,suv,auto,90.0,1797.0,1.0,10970.0,48109.0,974.0,34144.0,81000.0,28447.0,5000.0,79000.0
mazda,2018.0,2018.0,mid-sized sedan,auto,88.0,1496.0,1.0,8620.0,23568.0,682.0,28032.0,21000.0,14329.0,14329.0,77400.0
honda,2019.0,2019.0,hatchback,auto,73.0,1317.0,1.0,8370.0,32725.0,578.0,30683.0,18100.0,16112.0,6112.0,76800.0
nissan,2015.0,2015.0,hatchback,auto,58.0,1198.0,2.0,7770.0,55399.0,508.0,26312.0,88907.0,12862.0,5000.0,38000.0
volkswagen,2010.0,2010.0,sports car,auto,188.0,1984.0,5.0,11650.0,35416.0,1433.0,30409.0,170000.0,37348.0,37348.0,110000.0
volkswagen,2014.0,2015.0,hatchback,auto,90.0,1395.0,2.0,10810.0,56001.0,624.0,29877.0,80000.0,19256.0,9256.0,54800.0
mercedes-benz,2016.0,2016.0,luxury sedan,auto,115.0,1595.0,2.0,14990.0,57002.0,740.0,57104.0,90000.0,35663.0,36929.0,105400.0
honda,2007.0,2007.0,mid-sized sedan,auto,103.0,1799.0,6.0,8330.0,25178.0,1369.0,5381.0,189898.0,19453.0,21399.0,9800.0
hyundai,2017.0,2017.0,suv,auto,130.0,1591.0,1.0,11900.0,57414.0,738.0,48373.0,85000.0,16594.0,16594.0,91100.0
honda,2015.0,2016.0,suv,auto,96.0,1496.0,4.0,10100.0,45504.0,682.0,28261.0,81568.0,20272.0,10381.0,57000.0
honda,2008.0,2008.0,stationwagon,auto,81.0,1496.0,3.0,7730.0,16170.0,887.0,6610.0,142000.0,14532.0,14532.0,17400.0
nissan,2016.0,2016.0,suv,auto,85.0,1197.0,2.0,10040.0,47889.0,508.0,32585.0,63000.0,18974.0,13974.0,60300.0
mazda,2018.0,2019.0,mid-sized sedan,auto,88.0,1496.0,1.0,8860.0,25920.0,682.0,29920.0,48000.0,14271.0,14271.0,80100.0
bmw,2010.0,2010.0,luxury sedan,auto,150.0,2497.0,4.0,9460.0,34935.0,1976.0,31681.0,103000.0,46814.0,46814.0,94400.0
mercedes-benz,2014.0,2015.0,luxury sedan,auto,135.0,1991.0,2.0,17340.0,76889.0,1202.0,48945.0,82488.0,37545.0,34563.0,84700.0
volkswagen,2014.0,2014.0,mpv,auto,147.0,1984.0,2.0,12990.0,74389.0,1194.0,56810.0,90000.0,41043.0,49461.0,74600.0
audi,2018.0,2018.0,sports car,auto,260.0,2995.0,1.0,30150.0,32552.0,2380.0,99715.0,13000.0,72780.0,103004.0,294800.0
mercedes-benz,2019.0,2019.0,luxury sedan,auto,190.0,1991.0,2.0,20340.0,37000.0,1202.0,92864.0,15237.0,61824.0,83284.0,229700.0
subaru,2008.0,2009.0,sports car,manual,221.0,2457.0,3.0,11460.0,37502.0,2100.0,30690.0,145000.0,31725.0,31725.0,103200.0
honda,2017.0,2017.0,stationwagon,auto,101.0,1496.0,1.0,10280.0,49000.0,682.0,33712.0,47500.0,23775.0,5000.0,73200.0
kia,2016.0,2016.0,suv,auto,114.0,1999.0,2.0,10290.0,56410.0,1212.0,49931.0,116497.0,25699.0,27979.0,73500.0
bmw,2010.0,2010.0,luxury sedan,auto,100.0,1995.0,3.0,7700.0,33568.0,1329.0,29981.0,110000.0,26971.0,26971.0,75700.0
honda,2008.0,2008.0,hatchback,auto,73.0,1339.0,3.0,10740.0,21349.0,826.0,5767.0,189000.0,11608.0,11608.0,16000.0
bmw,2017.0,2017.0,suv,auto,141.0,1998.0,1.0,14590.0,53001.0,1210.0,61084.0,86104.0,34778.0,40690.0,115000.0
toyota,2018.0,2018.0,mid-sized sedan,auto,96.0,1598.0,1.0,10310.0,38941.0,742.0,41222.0,63000.0,19741.0,19741.0,87800.0
toyota,2016.0,2016.0,mid-sized sedan,auto,90.0,1598.0,3.0,9420.0,48000.0,742.0,38959.0,55000.0,17982.0,17982.0,64900.0
honda,2018.0,2018.0,suv,auto,96.0,1496.0,1.0,10200.0,32809.0,682.0,39089.0,34564.0,21317.0,21844.0,90000.0
mercedes-benz,2009.0,2010.0,mpv,auto,170.0,2996.0,3.0,10920.0,33568.0,2858.0,29043.0,236040.0,67823.0,67823.0,104000.0
mercedes-benz,2019.0,2019.0,suv,auto,90.0,1595.0,1.0,13700.0,26309.0,740.0,44220.0,40000.0,28463.0,31849.0,134000.0
honda,2007.0,2007.0,mid-sized sedan,auto,92.0,1595.0,3.0,7290.0,42564.0,1036.0,26156.0,157833.0,18602.0,20463.0,49300.0
land rover,2011.0,2011.0,suv,auto,171.0,3192.0,1.0,9070.0,47316.0,2955.0,45799.0,81323.0,41699.0,41699.0,96600.0
mercedes-benz,2013.0,2013.0,sports car,auto,135.0,1796.0,1.0,20980.0,81751.0,974.0,56118.0,70000.0,54678.0,65421.0,83600.0
volkswagen,2014.0,2014.0,sports car,auto,206.0,1984.0,4.0,18550.0,72180.0,1194.0,53856.0,155000.0,40253.0,48355.0,90000.0
mercedes-benz,2019.0,2019.0,suv,auto,90.0,1595.0,1.0,13660.0,27000.0,740.0,45797.0,28939.0,28463.0,31849.0,139500.0
rolls-royce,2008.0,2008.0,luxury sedan,auto,338.0,6749.0,6.0,84050.0,38712.0,10725.0,26207.0,29400.0,592131.0,592131.0,625900.0
citroen,2016.0,2016.0,suv,auto,96.0,1199.0,2.0,8440.0,52301.0,508.0,31713.0,64130.0,18519.0,8519.0,50400.0
bmw,2013.0,2014.0,luxury sedan,auto,135.0,1997.0,3.0,15570.0,65700.0,1210.0,50264.0,110000.0,46945.0,52723.0,77600.0
mercedes-benz,2019.0,2019.0,sports car,auto,225.0,1991.0,1.0,23190.0,41001.0,1202.0,73664.0,19000.0,44782.0,54695.0,242900.0
honda,2018.0,2018.0,mid-sized sedan,auto,92.0,1597.0,1.0,10590.0,38941.0,742.0,41960.0,53000.0,20254.0,20356.0,91100.0
honda,2015.0,2015.0,suv,auto,96.0,1496.0,2.0,11220.0,62650.0,682.0,28140.0,89488.0,16930.0,6930.0,50400.0
bmw,2014.0,2015.0,suv,auto,225.0,2979.0,2.0,20870.0,75801.0,2362.0,82799.0,102000.0,61676.0,83017.0,134000.0
kia,2006.0,2008.0,mid-sized sedan,auto,69.9,1399.0,4.0,5930.0,16170.0,814.0,6654.0,143000.0,10655.0,10655.0,13400.0
mercedes-benz,2018.0,2019.0,suv,auto,155.0,1991.0,1.0,20680.0,35403.0,1202.0,72400.0,49177.0,49337.0,61072.0,204500.0
toyota,2010.0,2010.0,mid-sized sedan,auto,90.0,1598.0,4.0,5990.0,33140.0,816.0,30171.0,160000.0,16446.0,16446.0,60000.0
mini,2020.0,2021.0,hatchback,auto,100.0,1499.0,1.0,13470.0,49500.0,684.0,75539.0,3065.0,33658.0,39122.0,160400.0
toyota,2010.0,2011.0,mpv,auto,125.0,2362.0,4.0,7800.0,42683.0,1802.0,40216.0,118000.0,35783.0,35783.0,80800.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,145.0,1497.0,2.0,15660.0,34000.0,684.0,66731.0,30937.0,43389.0,52745.0,166600.0
toyota,2015.0,2016.0,mpv,auto,74.0,1495.0,2.0,9280.0,37301.0,182.0,29130.0,25311.0,18256.0,18256.0,54800.0
toyota,2016.0,2016.0,mid-sized sedan,auto,80.0,1496.0,1.0,9450.0,50951.0,682.0,31519.0,38160.0,16346.0,6346.0,58100.0
honda,2019.0,2020.0,hatchback,auto,73.0,1317.0,1.0,7990.0,33520.0,578.0,34475.0,11200.0,16342.0,6342.0,81400.0
audi,2011.0,2011.0,sports car,auto,245.0,2995.0,5.0,11740.0,47316.0,2618.0,45825.0,128000.0,76947.0,76947.0,125100.0
mercedes-benz,2016.0,2017.0,luxury sedan,auto,135.0,1991.0,1.0,21510.0,54556.0,1202.0,77174.0,77000.0,49838.0,61774.0,168200.0
honda,2016.0,2017.0,hatchback,auto,96.0,1498.0,1.0,9590.0,46489.0,684.0,35970.0,63988.0,16839.0,11839.0,68000.0
volkswagen,2010.0,2010.0,mid-sized sedan,auto,118.0,1390.0,4.0,8500.0,16095.0,682.0,12876.0,125000.0,22085.0,22085.0,37400.0
bentley,2014.0,2014.0,luxury sedan,auto,373.0,3993.0,4.0,62220.0,72810.0,3940.0,221425.0,65489.0,200372.0,332670.0,388300.0
subaru,2017.0,2017.0,suv,auto,110.0,1995.0,1.0,10490.0,50110.0,1208.0,40327.0,70000.0,13663.0,13663.0,76800.0
volkswagen,2010.0,2010.0,sports car,auto,118.0,1390.0,3.0,9890.0,16208.0,744.0,10426.0,107000.0,23894.0,23894.0,35000.0
bmw,2008.0,2008.0,sports car,auto,225.0,2979.0,6.0,11610.0,32121.0,3071.0,23206.0,148000.0,68016.0,68016.0,92300.0
audi,2009.0,2010.0,luxury sedan,auto,155.0,1984.0,2.0,8910.0,33568.0,1433.0,29374.0,89000.0,31900.0,31900.0,85800.0
land rover,2018.0,2019.0,suv,auto,184.0,1997.0,1.0,26690.0,35906.0,1210.0,105999.0,30000.0,73262.0,103872.0,286900.0
toyota,2017.0,2017.0,suv,auto,90.0,1797.0,1.0,11430.0,50110.0,974.0,33692.0,65986.0,27822.0,5000.0,77900.0
bmw,2019.0,2020.0,suv,auto,103.0,1499.0,2.0,13490.0,38110.0,684.0,60358.0,8000.0,34226.0,39917.0,156200.0
porsche,2010.0,2011.0,sports car,auto,300.0,3605.0,6.0,15790.0,34935.0,3665.0,31623.0,126000.0,102378.0,102378.0,157200.0
honda,2007.0,2007.0,sports car,manual,162.0,1998.0,5.0,11730.0,52008.0,1815.0,29224.0,386000.0,30563.0,33620.0,72500.0
bmw,2017.0,2017.0,mpv,auto,85.0,1496.0,1.0,14610.0,45201.0,1082.0,48701.0,82000.0,34164.0,29830.0,110000.0
mercedes-benz,2010.0,2010.0,luxury sedan,auto,150.0,1796.0,3.0,9420.0,34935.0,1071.0,31805.0,165000.0,56884.0,56884.0,94400.0
toyota,2020.0,2020.0,mid-sized sedan,auto,79.0,1496.0,1.0,8260.0,37766.0,682.0,44635.0,23200.0,13891.0,13891.0,90000.0
honda,2019.0,2019.0,stationwagon,auto,97.0,1496.0,1.0,9270.0,29159.0,682.0,29496.0,50500.0,19535.0,9535.0,83400.0
renault,2017.0,2017.0,mid-sized sedan,auto,97.0,1197.0,1.0,9890.0,47112.0,508.0,40516.0,68000.0,19990.0,14990.0,75800.0
hyundai,2017.0,2017.0,suv,auto,114.0,1999.0,1.0,11110.0,50110.0,1212.0,45708.0,96500.0,21265.0,21771.0,83600.0
mitsubishi,2016.0,2016.0,mid-sized sedan,auto,86.0,1590.0,1.0,8780.0,51507.0,738.0,37435.0,67255.0,14164.0,14164.0,58100.0
toyota,2016.0,2016.0,mid-sized sedan,auto,80.0,1496.0,5.0,8740.0,53000.0,682.0,31332.0,49739.0,16346.0,6346.0,51700.0
honda,2019.0,2019.0,hatchback,auto,73.0,1317.0,1.0,8150.0,32309.0,578.0,30767.0,14000.0,15628.0,5628.0,76800.0
honda,2017.0,2017.0,hatchback,auto,95.0,988.0,1.0,10160.0,38200.0,390.0,45811.0,45000.0,33422.0,28791.0,86700.0
bmw,2019.0,2019.0,suv,auto,135.0,1998.0,1.0,19260.0,41805.0,1210.0,73775.0,40000.0,43394.0,52752.0,202400.0
volkswagen,2014.0,2015.0,mpv,auto,77.0,1598.0,2.0,12790.0,62002.0,1182.0,32648.0,90907.0,25120.0,17168.0,58200.0
mercedes-benz,2013.0,2014.0,suv,auto,245.0,2996.0,3.0,27300.0,65301.0,2382.0,84115.0,68000.0,70388.0,98699.0,146200.0
porsche,2020.0,2021.0,suv,auto,250.0,2995.0,1.0,34930.0,56032.0,2380.0,169727.0,38.0,100456.0,152821.0,462000.0
toyota,2014.0,2015.0,mid-sized sedan,auto,80.0,1497.0,1.0,8820.0,65001.0,684.0,28215.0,85000.0,14133.0,9133.0,38300.0
toyota,2021.0,2021.0,sports car,manual,192.0,1618.0,1.0,21060.0,61190.0,766.0,95151.0,2793.0,39511.0,47316.0,251900.0
toyota,2013.0,2015.0,luxury sedan,auto,149.0,2499.0,1.0,12100.0,71509.0,1798.0,45023.0,96000.0,25200.0,27280.0,65800.0
mercedes-benz,2019.0,2020.0,suv,auto,90.0,1595.0,1.0,12970.0,33520.0,740.0,50264.0,19000.0,25194.0,27272.0,141900.0
audi,2015.0,2016.0,luxury sedan,auto,140.0,1798.0,1.0,14950.0,46502.0,976.0,50910.0,99256.0,39446.0,42225.0,98800.0
porsche,2016.0,2016.0,sports car,auto,228.0,3605.0,3.0,33640.0,49156.0,3332.0,143966.0,66200.0,111302.0,172344.0,270400.0
mercedes-benz,2010.0,2010.0,luxury sedan,auto,115.0,1597.0,3.0,7150.0,33140.0,816.0,30053.0,108000.0,31893.0,31893.0,71300.0
mercedes-benz,2019.0,2020.0,luxury sedan,auto,145.0,1497.0,1.0,16900.0,36000.0,684.0,68826.0,10526.0,42679.0,51751.0,183500.0
audi,2014.0,2014.0,luxury sedan,auto,90.0,1395.0,2.0,12740.0,65710.0,624.0,29545.0,80000.0,27213.0,15099.0,50400.0
bmw,2013.0,2014.0,luxury sedan,auto,135.0,1997.0,3.0,16080.0,67334.0,1210.0,50947.0,126700.0,47526.0,53537.0,79000.0
toyota,2016.0,2017.0,suv,auto,111.0,1986.0,1.0,13870.0,51000.0,1196.0,53729.0,35400.0,33944.0,34522.0,102900.0
toyota,2017.0,2019.0,mpv,auto,206.0,3456.0,1.0,20770.0,42564.0,3100.0,76775.0,48000.0,47503.0,58505.0,208800.0
honda,2017.0,2018.0,suv,auto,112.0,1496.0,1.0,10490.0,38801.0,682.0,37910.0,37259.0,23979.0,15571.0,86700.0
volkswagen,2008.0,2008.0,sports car,auto,147.0,1984.0,3.0,12840.0,18444.0,1552.0,7125.0,155000.0,24576.0,24576.0,27300.0
hyundai,2019.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,8150.0,28589.0,738.0,32074.0,46000.0,12584.0,12584.0,77900.0
volkswagen,2015.0,2017.0,mid-sized sedan,auto,90.0,1390.0,2.0,9470.0,42801.0,620.0,41828.0,60000.0,21562.0,22187.0,73500.0
mazda,2015.0,2015.0,mid-sized sedan,auto,88.0,1496.0,2.0,9950.0,57301.0,682.0,31094.0,86500.0,15197.0,10197.0,51400.0
mercedes-benz,2016.0,2016.0,hatchback,auto,90.0,1595.0,2.0,13440.0,47020.0,740.0,36763.0,50000.0,23217.0,19504.0,83400.0
hyundai,2017.0,2017.0,mid-sized sedan,auto,93.8,1591.0,1.0,8690.0,42902.0,738.0,37033.0,83920.0,13943.0,13943.0,66900.0
honda,2008.0,2008.0,hatchback,auto,73.0,1339.0,5.0,6870.0,16170.0,767.0,6495.0,150300.0,12615.0,12615.0,15200.0
kia,2016.0,2016.0,mid-sized sedan,auto,95.3,1591.0,1.0,8520.0,52668.0,738.0,40275.0,57344.0,17318.0,17318.0,58100.0
mazda,2018.0,2019.0,suv,auto,115.0,1998.0,1.0,7500.0,31000.0,710.0,36449.0,7345.0,17038.0,17038.0,72400.0
bmw,2010.0,2010.0,luxury sedan,auto,150.0,2497.0,3.0,9830.0,32914.0,1976.0,29460.0,158500.0,41967.0,41967.0,96800.0
kia,2017.0,2017.0,suv,auto,114.0,1999.0,1.0,10040.0,53711.0,1212.0,52438.0,30924.0,23323.0,24653.0,83400.0
audi,2020.0,2020.0,luxury sedan,auto,183.0,1984.0,1.0,23080.0,40690.0,1194.0,93953.0,2720.0,57429.0,75373.0,275000.0
toyota,2007.0,2007.0,mpv,auto,97.0,1794.0,4.0,9640.0,25486.0,1361.0,5181.0,162000.0,21763.0,23940.0,10800.0
honda,2017.0,2017.0,mpv,auto,129.0,2356.0,1.0,13860.0,50001.0,1630.0,53781.0,63000.0,27932.0,31105.0,110000.0
audi,2016.0,2016.0,stationwagon,auto,110.0,1395.0,1.0,14180.0,55501.0,624.0,54717.0,71353.0,34504.0,35306.0,98800.0
mercedes-benz,2016.0,2017.0,hatchback,auto,115.0,1595.0,2.0,13510.0,51109.0,740.0,44164.0,58295.0,24675.0,21545.0,93300.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,145.0,1497.0,1.0,16600.0,39401.0,684.0,69796.0,30956.0,43647.0,53106.0,168100.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,115.0,1595.0,1.0,15790.0,39401.0,740.0,62313.0,27000.0,35914.0,42280.0,158200.0
bmw,2013.0,2014.0,luxury sedan,auto,180.0,1997.0,2.0,17980.0,82900.0,1210.0,60716.0,135500.0,54994.0,65990.0,86700.0
audi,2016.0,2016.0,hatchback,auto,70.0,999.0,2.0,10400.0,45000.0,392.0,25218.0,82132.0,21165.0,6631.0,56000.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,90.0,1595.0,1.0,14480.0,42902.0,740.0,46536.0,70000.0,28004.0,26206.0,114200.0
mercedes-benz,2018.0,2019.0,hatchback,auto,120.0,1333.0,1.0,13380.0,32909.0,588.0,45747.0,33800.0,26578.0,29210.0,125200.0
porsche,2010.0,2011.0,suv,auto,368.0,4806.0,2.0,22030.0,42683.0,5731.0,40297.0,122000.0,150622.0,150622.0,228800.0
toyota,2014.0,2014.0,mpv,auto,125.0,2362.0,1.0,17060.0,67334.0,1638.0,43931.0,81000.0,35502.0,41703.0,75700.0
maserati,2011.0,2011.0,sports car,auto,298.0,4244.0,3.0,15870.0,49716.0,4765.0,48572.0,85000.0,94954.0,94954.0,170500.0
kia,2019.0,2020.0,mid-sized sedan,auto,93.8,1591.0,1.0,8890.0,32889.0,738.0,38455.0,13188.0,14486.0,14486.0,90000.0
audi,2014.0,2016.0,sports car,auto,165.0,1984.0,1.0,16600.0,49700.0,1194.0,67594.0,60000.0,49979.0,61971.0,124100.0
kia,2016.0,2016.0,suv,auto,114.0,1999.0,1.0,11160.0,55201.0,1212.0,47858.0,50374.0,24009.0,25613.0,77900.0
toyota,2017.0,2017.0,mpv,auto,100.0,1797.0,1.0,12460.0,51000.0,974.0,34168.0,53686.0,30670.0,5000.0,84500.0
lexus,2015.0,2015.0,luxury sedan,auto,151.0,2494.0,1.0,15430.0,76612.0,1792.0,54239.0,118000.0,41506.0,40109.0,84500.0
honda,2016.0,2017.0,stationwagon,auto,97.0,1496.0,1.0,8770.0,51106.0,682.0,34951.0,80349.0,17864.0,7864.0,59200.0
kia,2015.0,2015.0,mid-sized sedan,auto,95.3,1591.0,1.0,9910.0,56001.0,738.0,36081.0,92000.0,17659.0,17659.0,55900.0
mazda,2015.0,2016.0,hatchback,auto,88.0,1496.0,2.0,10380.0,51301.0,682.0,31850.0,93000.0,18033.0,13033.0,57800.0
mitsubishi,2009.0,2009.0,mid-sized sedan,auto,79.0,1584.0,2.0,7590.0,12763.0,954.0,6357.0,70138.0,14693.0,14693.0,20800.0
volvo,2015.0,2015.0,hatchback,auto,90.0,1498.0,1.0,11630.0,57301.0,684.0,39231.0,71100.0,24679.0,21551.0,65800.0
toyota,2016.0,2017.0,suv,auto,111.0,1986.0,2.0,13210.0,52751.0,1196.0,51745.0,45120.0,28394.0,26752.0,102100.0
volvo,2016.0,2017.0,stationwagon,auto,90.0,1498.0,1.0,11520.0,50101.0,684.0,50412.0,53800.0,27946.0,31125.0,85600.0
mazda,2018.0,2018.0,mid-sized sedan,auto,85.0,1496.0,1.0,8480.0,37000.0,682.0,28758.0,29589.0,14792.0,5000.0,65800.0
toyota,2021.0,2021.0,suv,auto,88.0,1490.0,1.0,9610.0,46689.0,680.0,52439.0,300.0,21953.0,7735.0,109900.0
mitsubishi,2009.0,2009.0,mid-sized sedan,auto,80.0,1499.0,3.0,8540.0,13024.0,889.0,6344.0,143000.0,18194.0,7346.0,22900.0
mitsubishi,2019.0,2020.0,suv,auto,110.0,1998.0,1.0,11120.0,30890.0,1210.0,44884.0,39001.0,23491.0,24888.0,117500.0
subaru,2016.0,2016.0,suv,auto,84.0,1600.0,1.0,9890.0,53000.0,744.0,38175.0,87000.0,16678.0,16678.0,63600.0
nissan,2016.0,2016.0,suv,auto,85.0,1197.0,1.0,10200.0,50000.0,508.0,35733.0,60000.0,18689.0,13689.0,64700.0
mercedes-benz,2013.0,2014.0,hatchback,auto,115.0,1595.0,3.0,17540.0,74002.0,740.0,28726.0,119000.0,26176.0,18647.0,56000.0
lamborghini,2019.0,2020.0,sports car,auto,470.0,5204.0,1.0,96240.0,38802.0,5834.0,354869.0,4000.0,252522.0,426540.0,1188600.0
