,make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
1270,mercedes-benz,c180,2019.0,19-dec-2019,luxury sedan,"parf car, premium ad car, low mileage car",auto,1490.0,115.0,,1595.0,1.0,16060.0,38889.0,740.0,64447.0,11000.0,38805.0,46327.0,172500.0
1271,mitsubishi,evolution,2008.0,20-aug-2008,sports car,coe car,auto,1520.0,206.0,,1998.0,5.0,19760.0,37906.0,1573.0,25901.0,73207.97487437187,31675.0,31675.0,148500.0
1272,,stream,2007.0,21-sep-2007,mpv,coe car,auto,1370.0,103.0,,1799.0,2.0,8460.0,25178.0,1369.0,5298.0,170000.0,18555.0,20411.0,9800.0
1273,toyota,harrier,2018.0,26-nov-2018,suv,parf car,auto,1695.0,170.0,,1998.0,1.0,13470.0,32552.0,1210.0,54275.0,85000.0,35783.0,42097.0,130700.0
1274,honda,freed,2018.0,18-jun-2018,mpv,"parf car, hybrid cars",auto,1430.0,101.0,petrol-electric,1496.0,1.0,12170.0,36000.0,682.0,37960.0,33264.0,25639.0,17895.0,101100.0
1275,audi,a3,2020.0,20-jan-2021,luxury sedan,"parf car, almost new car, hybrid cars",auto,1395.0,119.4,petrol-electric,1498.0,1.0,12820.0,49001.0,684.0,65423.0,14000.0,24358.0,26102.0,146300.0
1277,hyundai,accent,2019.0,11-sep-2019,mid-sized sedan,"opc car, parf car, premium ad car, low mileage car",auto,1115.0,73.6,,1368.0,1.0,6120.0,14783.0,108.0,18691.0,11439.0,9055.0,9055.0,59200.0
1278,lexus,es,2018.0,15-jan-2019,luxury sedan,"parf car, premium ad car, hybrid cars",auto,1680.0,160.0,petrol-electric,2487.0,1.0,20300.0,31001.0,1784.0,70581.0,45600.0,50857.0,63543.0,200100.0
1279,mazda,2,2018.0,18-jan-2019,luxury sedan,"parf car, direct owner sale",auto,1515.0,121.0,,1998.0,1.0,10470.0,30851.0,1210.0,36768.0,66000.0,18617.0,18617.0,95500.0
1280,mercedes-benz,a180,2016.0,29-jul-2016,hatchback,"parf car, low mileage car",auto,1395.0,90.0,,1595.0,1.0,13610.0,47020.0,740.0,36815.0,46700.0,23217.0,19504.0,84500.0
1281,mercedes-benz,sl350,2008.0,09-apr-2010,sports car,"coe car, direct owner sale",auto,1825.0,232.0,,3498.0,6.0,14960.0,33568.0,3797.0,44184.92604233483,114500.0,81788.0,81788.0,141000.0
1282,ferrari,f430,2007.0,14-may-2010,sports car,"coe car, premium ad car, low mileage car",auto,1360.0,360.0,,4308.0,6.0,36660.0,37502.0,5318.0,30577.0,33000.0,157469.0,157469.0,328800.0
1283,mercedes-benz,amg,2021.0,30-jun-2021,suv,"parf car, almost new car, premium ad car, low mileage car",auto,1554.5509259259259,430.0,,3982.0,1.0,54140.0,58089.0,3922.0,247103.0,88.0,156214.0,253186.0,725800.0
1284,mercedes-benz,a180,2015.0,07-oct-2015,hatchback,parf car,auto,1395.0,90.0,,1595.0,2.0,12820.0,56209.0,740.0,36484.0,95000.0,22896.0,19055.0,68500.0
1285,toyota,prius,2018.0,03-may-2018,hatchback,"parf car, low mileage car, hybrid cars, sgcarmart warranty cars",auto,1120.0,74.0,petrol-electric,1497.0,1.0,10410.0,37000.0,684.0,36961.0,12931.0,24482.0,16275.0,85600.0
1286,mercedes-benz,c180,2018.0,28-may-2018,luxury sedan,"parf car, premium ad car, low mileage car",auto,1425.0,115.0,,1595.0,1.0,15890.0,37605.0,740.0,58575.0,27000.0,37480.0,44472.0,141700.0
1287,audi,q2,2018.0,01-aug-2018,suv,"parf car, premium ad car",auto,1355.0,110.0,,1395.0,1.0,13000.0,32551.0,624.0,47550.0,39000.0,29494.0,33292.0,117500.0
1288,nissan,nv200,2015.0,15-jan-2016,van,premium ad car,manual,1260.0,133.66807772380292,diesel,1461.0,1.0,8380.0,40626.0,1341.5123687119956,17842.0,97000.0,19981.0,1000.0,40500.0
1289,bmw,520i,2012.0,20-dec-2012,luxury sedan,"parf car, direct owner sale",auto,1610.0,135.0,,1997.0,5.0,22300.0,93990.0,1210.0,34702.0,108500.0,40838.0,40838.0,54800.0
1290,mercedes-benz,a200,2016.0,07-sep-2016,hatchback,parf car,auto,1395.0,115.0,,1595.0,2.0,14560.0,56089.0,740.0,43982.0,101899.0,24273.0,20983.0,92200.0
1291,ford,focus,2012.0,13-jun-2013,stationwagon,parf car,auto,1340.0,92.0,,1596.0,3.0,9400.0,66989.0,742.0,17376.0,151000.0,17205.0,12205.0,24800.0
1292,bmw,316i,2012.0,28-feb-2013,luxury sedan,"parf car, direct owner sale",auto,1405.0,100.0,,1598.0,2.0,16190.0,78301.0,742.0,25078.0,86781.0,34105.0,24105.0,40200.0
1293,bmw,216d,2016.0,28-apr-2017,mpv,"parf car, premium ad car",auto,1480.0,85.0,diesel,1496.0,1.0,13180.0,51600.0,1082.0,48830.0,53528.0,31478.0,26070.0,96600.0
1294,nissan,sylphy,2009.0,09-jul-2009,mid-sized sedan,"coe car, premium ad car",auto,1175.0,80.0,,1498.0,4.0,7270.0,15256.0,889.0,8761.0,73207.97487437187,19196.0,19196.0,23000.0
1295,honda,freed,2018.0,13-dec-2018,mpv,"parf car, hybrid cars",auto,1430.0,101.0,petrol-electric,1496.0,1.0,11380.0,31001.0,682.0,35936.0,30000.0,25517.0,17724.0,101200.0
1296,kia,cerato,2009.0,30-apr-2009,mid-sized sedan,coe car,manual,1227.0,92.7,,1591.0,4.0,7760.0,13088.0,959.0,7014.0,150600.0,11800.0,11800.0,22900.0
1297,,jazz,2008.0,23-apr-2009,hatchback,coe car,auto,1060.0,73.0,,1339.0,3.0,7440.0,13088.0,767.0,6964.0,73207.97487437187,20597.0,20597.0,21800.0
1298,kia,sorento,2016.0,31-oct-2016,suv,parf car,auto,2039.0,147.0,diesel,2199.0,1.0,11990.0,56410.0,2126.0,58730.0,103000.0,33800.0,39320.0,90000.0
1299,toyota,noah,2018.0,18-oct-2018,mpv,"parf car, hybrid cars",auto,1610.0,100.0,petrol-electric,1797.0,1.0,13360.0,31301.0,974.0,45314.0,38506.0,34697.0,30576.0,121900.0
1300,mercedes-benz,e200,2008.0,21-jan-2009,luxury sedan,"coe car, premium ad car",auto,1690.0,120.0,,1796.0,2.0,8070.0,31335.0,1266.0,23222.0,186000.0,54035.0,32421.0,65800.0
1301,honda,vezel,2016.0,31-jul-2019,suv,"parf car, hybrid cars, sgcarmart warranty cars",auto,1280.0,112.0,petrol-electric,1496.0,1.0,10060.0,39728.0,682.0,46833.0,38000.0,27440.0,20416.0,99000.0
1302,mercedes-benz,s350,2014.0,03-apr-2014,luxury sedan,"parf car, premium ad car",auto,1975.0,190.0,diesel,2987.0,1.0,27090.0,75300.0,3366.0,102651.0,91000.0,95215.0,138387.0,153800.0
1303,subaru,impreza,2008.0,16-jun-2008,sports car,"coe car, consignment car",manual,1505.0,221.0,,2457.0,6.0,11130.0,37906.0,2450.0,25818.0,73207.97487437187,33046.0,33046.0,83400.0
1304,bmw,x4,2014.0,24-oct-2014,suv,parf car,auto,1770.0,180.0,,1997.0,1.0,20650.0,72002.0,1210.0,68266.0,71000.0,54648.0,70367.0,109800.0
1305,,cerato,2009.0,15-jan-2010,mid-sized sedan,"coe car, premium ad car",auto,1251.0,92.7,,1591.0,3.0,7340.0,16184.0,886.0,10979.0,128000.0,13872.0,13872.0,27400.0
1306,honda,freed,2018.0,31-jan-2019,mpv,"parf car, hybrid cars",auto,1430.0,101.0,petrol-electric,1496.0,1.0,11020.0,33689.0,682.0,39314.0,73207.97487437187,26458.0,19042.0,100700.0
1307,,dyna,2021.0,23-jul-2021,truck,"almost new car, premium ad car",manual,1800.0,133.66807772380292,diesel,2982.0,1.0,8980.0,44001.0,1341.5123687119956,43615.0,73207.97487437187,34124.0,1707.0,97900.0
1308,toyota,hiace,2021.0,31-mar-2021,van,"almost new car, low mileage car",manual,1700.0,133.66807772380292,diesel,2982.0,1.0,8820.0,37513.0,1341.5123687119956,36012.0,11.0,28235.0,1412.0,93200.0
1309,,hiace,2008.0,09-mar-2009,van,coe car,manual,1780.0,133.66807772380292,diesel,2982.0,5.0,8990.0,13378.0,1341.5123687119956,6788.0,73207.97487437187,32667.0,1634.0,25100.0
1310,subaru,forester,2016.0,27-sep-2016,suv,parf car,auto,1682.0,177.0,,1998.0,1.0,12430.0,56089.0,1210.0,44335.0,55000.0,20746.0,21045.0,81200.0
1311,renault,kangoo,2011.0,18-may-2011,van,"coe car, premium ad car",manual,1280.0,133.66807772380292,diesel,1461.0,1.0,5510.0,19991.0,1341.5123687119956,18720.0,73207.97487437187,18580.0,929.0,28400.0
1312,mini,cooper,2014.0,01-dec-2014,sports car,"parf car, premium ad car, low mileage car",auto,1175.0,141.0,,1998.0,3.0,16280.0,74403.0,1210.0,38093.0,62000.0,28796.0,22315.0,70200.0
1313,porsche,boxster,2009.0,23-jul-2009,sports car,"coe car, low mileage car",auto,1440.0,188.0,,2893.0,1.0,18350.0,31553.0,2938.0,23211.0,23000.0,80381.0,80381.0,148500.0
1314,mercedes-benz,e200,2018.0,09-may-2018,luxury sedan,parf car,auto,1605.0,135.0,,1991.0,1.0,18470.0,39001.0,1202.0,80016.0,59000.0,55451.0,71812.0,175800.0
1315,mercedes-benz,e200,2017.0,11-jul-2017,luxury sedan,"parf car, consignment car",auto,1605.0,135.0,,1991.0,1.0,25910.0,48209.0,1202.0,74147.0,63000.0,49348.0,61088.0,201100.0
1316,volkswagen,touareg,2019.0,28-dec-2020,suv,"parf car, almost new car, premium ad car, low mileage car",auto,1945.0,250.0,,2995.0,1.0,22260.0,49500.0,2380.0,124029.0,6000.0,73344.0,104020.0,286000.0
1317,lexus,rx,2016.0,01-sep-2016,suv,"parf car, sgcarmart warranty cars",auto,1980.0,221.0,,3456.0,1.0,21660.0,58201.0,3100.0,99607.0,86500.0,71651.0,100972.0,174700.0
1318,mercedes-benz,a180,2016.0,30-jun-2016,hatchback,"parf car, premium ad car",auto,1395.0,90.0,,1595.0,1.0,13130.0,47889.0,740.0,36179.0,87552.0,22519.0,18527.0,80200.0
1319,honda,shuttle,2016.0,28-jun-2017,stationwagon,"parf car, premium ad car",auto,1130.0,97.0,,1496.0,1.0,9670.0,42801.0,682.0,31966.0,46000.0,19490.0,9490.0,67000.0
1320,bmw,225xe,2020.0,30-oct-2020,hatchback,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",auto,1675.0,165.0,petrol-electric,1499.0,2.0,13050.0,40301.0,684.0,70819.0,8500.0,42497.0,51496.0,159400.0
1321,kia,cerato,2017.0,15-dec-2017,mid-sized sedan,"parf car, consignment car",auto,1295.0,95.3,,1591.0,1.0,9030.0,46791.0,738.0,41247.0,75000.0,15649.0,15649.0,71300.0
1322,honda,integra,2005.0,04-oct-2006,sports car,coe car,auto,1223.0,118.0,,1998.0,2.0,11510.0,56751.0,1815.0,28997.0,73207.97487437187,22106.0,24317.0,64700.0
1323,bmw,520i,2012.0,12-dec-2012,luxury sedan,"parf car, direct owner sale",auto,1610.0,135.0,,1997.0,2.0,23740.0,92100.0,1210.0,34195.0,160000.0,40484.0,40484.0,56100.0
1324,,harrier,2018.0,25-sep-2018,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1695.0,170.0,,1998.0,1.0,12870.0,31307.0,1210.0,48536.0,86122.0,30806.0,35129.0,119700.0
1325,toyota,wish,2017.0,13-nov-2017,mpv,"parf car, premium ad car",auto,1355.0,105.0,,1798.0,1.0,10580.0,49996.0,976.0,46060.0,71123.0,19955.0,19955.0,83400.0
1326,toyota,corolla,1991.0,30-dec-1991,mid-sized sedan,"coe car, premium ad car",manual,1554.5509259259259,133.66807772380292,,1587.0,6.0,6260.0,13088.0,1341.5123687119956,7021.0,73207.97487437187,15851.0,23777.0,18500.0
1327,porsche,panamera,2015.0,06-may-2015,sports car,"parf car, premium ad car",auto,1770.0,228.0,,3605.0,1.0,34400.0,78001.0,3332.0,147988.0,63000.0,117401.0,183322.0,240700.0
1328,hyundai,accent,2019.0,06-aug-2020,mid-sized sedan,"opc car, parf car, low mileage car, sgcarmart warranty cars",auto,1115.0,73.6,,1368.0,1.0,6140.0,15699.0,108.0,20965.0,1800.0,9218.0,9218.0,65600.0
1329,bmw,116d,2016.0,15-apr-2016,hatchback,"parf car, premium ad car",auto,1350.0,85.0,diesel,1496.0,2.0,12360.0,46009.0,1082.0,28278.0,60000.0,23752.0,10253.0,68000.0
1330,audi,a5,2010.0,21-jul-2010,sports car,"coe car, premium ad car",auto,1550.0,155.0,,1984.0,6.0,8560.0,33568.0,1433.0,29899.0,186000.0,49086.0,49086.0,83800.0
1331,nissan,cabstar,2014.0,26-dec-2014,truck,-,manual,1780.0,133.66807772380292,diesel,2953.0,1.0,8930.0,41398.0,1341.5123687119956,13814.0,73207.97487437187,25287.0,1265.0,32800.0
1332,suzuki,swift,2015.0,25-feb-2016,hatchback,parf car,auto,1055.0,70.0,,1372.0,3.0,9420.0,46651.0,610.0,29251.0,83900.0,11770.0,11770.0,53100.0
1333,bmw,320i,2017.0,26-oct-2017,luxury sedan,parf car,auto,1450.0,135.0,,1998.0,2.0,15110.0,49189.0,1210.0,62745.0,72100.0,40139.0,43195.0,126300.0
1334,isuzu,cyh52s,2009.0,21-dec-2009,truck,"coe car, premium ad car",manual,12320.0,133.66807772380292,diesel,15681.0,4.0,9630.0,27819.0,1341.5123687119956,21615.0,73207.97487437187,133376.0,6669.0,82300.0
1335,audi,a1,2016.0,19-aug-2016,hatchback,"parf car, premium ad car, low mileage car",auto,1165.0,70.0,,999.0,1.0,11530.0,47889.0,392.0,28554.0,48000.0,21212.0,6697.0,66900.0
1336,kia,cerato,2010.0,17-mar-2011,mid-sized sedan,"coe car, premium ad car",auto,1261.0,91.1,,1591.0,3.0,10060.0,20699.0,812.0,18726.0,138000.0,13637.0,13637.0,50100.0
1337,toyota,corolla,2015.0,28-mar-2016,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1205.0,90.0,,1598.0,1.0,10070.0,45000.0,742.0,34277.0,58000.0,19589.0,19589.0,61400.0
1338,toyota,hiace,2020.0,23-feb-2021,van,"almost new car, premium ad car",auto,1680.0,133.66807772380292,diesel,2982.0,1.0,9810.0,35900.0,1341.5123687119956,34110.0,73207.97487437187,29353.0,1468.0,102500.0
1339,,hiace,2018.0,28-may-2018,van,-,manual,1700.0,133.66807772380292,diesel,2982.0,2.0,9140.0,36859.0,1341.5123687119956,24913.0,73207.97487437187,28138.0,1407.0,68000.0
1340,volkswagen,golf,2016.0,29-dec-2016,hatchback,"parf car, premium ad car",auto,1229.0,81.0,,1197.0,1.0,9680.0,49751.0,508.0,32708.0,92000.0,18153.0,8153.0,61400.0
1341,porsche,911,2009.0,15-mar-2010,sports car,"coe car, low mileage car",auto,1505.0,254.0,,3614.0,4.0,26970.0,35416.0,4015.0,30303.0,96534.0,117586.0,117586.0,253900.0
1342,kia,cerato,2017.0,19-may-2017,mid-sized sedan,parf car,auto,1295.0,95.3,,1591.0,1.0,9210.0,51600.0,738.0,38608.0,66000.0,12044.0,12044.0,64700.0
1343,,jazz,2018.0,13-jun-2018,hatchback,parf car,auto,1052.0,73.0,,1318.0,1.0,9260.0,37000.0,578.0,29421.0,73207.97487437187,15668.0,5668.0,72400.0
1345,honda,city,2016.0,16-feb-2017,mid-sized sedan,parf car,auto,1096.0,88.0,,1497.0,2.0,9020.0,50101.0,684.0,37023.0,62000.0,17760.0,12760.0,61400.0
1346,lexus,is,2010.0,15-mar-2010,luxury sedan,"coe car, premium ad car",auto,1625.0,153.0,,2500.0,4.0,8160.0,35416.0,2160.0,30303.0,73207.97487437187,38495.0,38495.0,76800.0
1347,honda,jazz,2018.0,05-sep-2018,hatchback,"parf car, premium ad car",auto,1052.0,73.0,,1318.0,1.0,8660.0,32699.0,578.0,27349.0,35389.0,15803.0,5803.0,70200.0
1348,nissan,skyline,2008.0,05-jun-2008,luxury sedan,coe car,auto,1560.0,165.0,,2495.0,5.0,10670.0,25084.0,2512.0,6350.0,152888.0,28550.0,28550.0,14900.0
1349,mazda,2,2016.0,21-mar-2017,mid-sized sedan,"parf car, premium ad car",auto,1079.0,85.0,,1496.0,1.0,8680.0,50789.0,682.0,37941.0,71000.0,17869.0,12869.0,60300.0
1350,porsche,cayenne,2020.0,25-jan-2021,suv,"parf car, almost new car, low mileage car",auto,1554.5509259259259,250.0,,2995.0,1.0,35470.0,50100.0,2380.0,169960.0,38.0,106486.0,163675.0,457600.0
1351,audi,tt,2007.0,26-jun-2007,sports car,"coe car, low mileage car",auto,1280.0,147.0,,1984.0,5.0,10750.0,52491.0,1791.0,30272.0,124000.0,58566.0,64423.0,68200.0
1352,bmw,316i,2013.0,28-feb-2013,luxury sedan,"coe car, premium ad car",auto,1405.0,100.0,,1598.0,1.0,9870.0,41823.61992102917,742.0,44184.92604233483,87989.0,35702.0,25702.0,108700.0
1353,maserati,grancabrio,2012.0,09-nov-2012,sports car,"parf car, consignment car, low mileage car",auto,1980.0,331.0,,4691.0,5.0,91100.0,92050.0,5030.0,77821.0,40000.0,121638.0,121638.0,185800.0
1354,volkswagen,jetta,2015.0,18-feb-2016,mid-sized sedan,parf car,auto,1417.0,90.0,,1390.0,2.0,8580.0,46651.0,620.0,36454.0,72536.0,21562.0,22187.0,54500.0
1355,mercedes-benz,slk200,2011.0,27-feb-2012,sports car,coe car,auto,1470.0,135.0,,1796.0,2.0,10950.0,41823.61992102917,974.0,44184.92604233483,96000.0,54305.0,54305.0,120500.0
1356,,hiace,2016.0,13-sep-2016,bus/mini bus,premium ad car,auto,2140.0,133.66807772380292,diesel,2982.0,2.0,9960.0,46434.0,1341.5123687119956,23217.0,73207.97487437187,44339.0,2217.0,54800.0
1357,,amg,2020.0,27-aug-2021,sports car,"parf car, almost new car, low mileage car, hybrid cars",auto,1775.0,200.0,petrol-electric,1991.0,1.0,23390.0,57700.0,1202.0,129058.0,313.0,77935.0,112283.0,318800.0
1358,audi,a5,2017.0,09-dec-2017,sports car,"parf car, premium ad car, low mileage car",auto,1495.0,140.0,,1984.0,1.0,17800.0,57390.0,1194.0,69131.0,29314.0,40743.0,44041.0,147400.0
1359,audi,rs,2011.0,08-apr-2011,sports car,"coe car, premium ad car",auto,1800.0,331.0,,4163.0,4.0,15040.0,40714.0,4627.0,37881.0,151939.0,100860.0,100860.0,153900.0
1360,nissan,nv200,2017.0,04-apr-2018,van,premium ad car,manual,1340.0,133.66807772380292,diesel,1461.0,1.0,7530.0,31065.0,1341.5123687119956,20537.0,83000.0,17838.0,892.0,54800.0
1361,,dyna,2007.0,09-apr-2007,truck,coe car,manual,1800.0,133.66807772380292,diesel,2982.0,2.0,6960.0,41823.61992102917,1341.5123687119956,44184.92604233483,73207.97487437187,24285.0,38619.728507336,38300.0
1362,mercedes-benz,cla180,2017.0,20-feb-2018,luxury sedan,"parf car, premium ad car",auto,1430.0,90.0,,1595.0,2.0,14870.0,36001.0,740.0,47434.0,39450.0,28815.0,32341.0,123100.0
1363,bmw,528i,2013.0,14-jan-2014,stationwagon,"parf car, premium ad car",auto,1800.0,180.0,,1997.0,2.0,18800.0,77501.0,1210.0,59010.0,90512.0,56270.0,68286.0,86900.0
1364,toyota,estima,2008.0,27-mar-2009,mpv,"coe car, low mileage car",auto,1730.0,125.0,,2362.0,2.0,8600.0,33018.0,2129.0,24868.0,115000.0,25964.0,25964.0,71300.0
1366,bmw,520i,2013.0,10-jun-2013,luxury sedan,parf car,auto,1610.0,135.0,,1997.0,1.0,16350.0,66701.0,1210.0,36960.0,135000.0,41791.0,45508.0,57200.0
1367,lexus,nx,2018.0,27-nov-2018,suv,"parf car, consignment car",auto,1755.0,175.0,,1998.0,1.0,17990.0,31101.0,1210.0,66317.0,36842.0,47368.0,58316.0,175800.0
1368,audi,a6,2014.0,25-nov-2014,luxury sedan,parf car,auto,1565.0,132.0,,1984.0,2.0,13420.0,72890.0,1194.0,51221.0,73207.97487437187,39523.0,42333.0,71300.0
1369,mercedes-benz,amg,2019.0,14-jan-2021,luxury sedan,"parf car, almost new car, premium ad car, low mileage car",auto,1430.0,100.0,,1332.0,1.0,16030.0,49489.0,586.0,69018.0,20.0,36349.0,42889.0,189200.0
1370,,vezel,2017.0,18-aug-2017,suv,parf car,auto,1190.0,96.0,,1496.0,1.0,10100.0,44002.0,682.0,36231.0,54877.0,22299.0,13219.0,73700.0
1371,bmw,650i,2014.0,11-jul-2014,luxury sedan,parf car,auto,1865.0,330.0,,4395.0,2.0,26580.0,67334.0,4568.0,114050.0,79000.0,103258.0,157865.0,170900.0
1372,skoda,karoq,2019.0,24-sep-2019,suv,"parf car, premium ad car",auto,1393.0,110.0,,1498.0,1.0,12390.0,37000.0,684.0,51796.0,24888.0,26554.0,29176.0,126300.0
1373,nissan,nv200,2015.0,05-jun-2015,van,-,manual,1320.0,133.66807772380292,diesel,1461.0,1.0,8010.0,52001.0,1341.5123687119956,19347.0,73207.97487437187,20122.0,1007.0,32800.0
1374,ford,mustang,2016.0,21-jul-2016,sports car,"parf car, direct owner sale",auto,1692.0,233.2,,2261.0,2.0,29100.0,56089.0,1520.0,64126.0,73207.97487437187,43081.0,52314.0,185800.0
1375,mercedes-benz,cla180,2014.0,06-may-2014,luxury sedan,"parf car, premium ad car",auto,1430.0,90.0,,1595.0,3.0,18020.0,71564.0,740.0,31560.0,101000.0,27461.0,20446.0,64700.0
1376,porsche,cayenne,2011.0,06-oct-2011,suv,coe car,auto,2105.0,220.0,,3598.0,2.0,15490.0,41823.61992102917,3322.0,44184.92604233483,167000.0,71629.0,71629.0,170500.0
1377,hyundai,avante,2008.0,03-dec-2008,mid-sized sedan,"coe car, premium ad car",auto,1264.0,89.7,,1591.0,3.0,6100.0,17099.0,959.0,6896.0,177000.0,12149.0,12149.0,13500.0
1378,audi,a4,2014.0,29-nov-2014,luxury sedan,"parf car, premium ad car",auto,1545.0,125.0,,1798.0,2.0,13490.0,72890.0,976.0,38175.0,86000.0,28956.0,22539.0,60300.0
1379,austin,prin,1948.0,23-oct-1973,others,"imported used vehicle, coe car, rare & exotic, vintage cars",auto,1554.5509259259259,133.66807772380292,,3584.0,5.0,15480.0,3357.0,1341.5123687119956,2996.0,73207.97487437187,38194.1469220081,38619.728507336,152900.0
1380,,corolla,2016.0,15-jun-2016,mid-sized sedan,parf car,auto,1205.0,90.0,,1598.0,1.0,9450.0,53694.0,742.0,37563.0,52457.0,16800.0,16800.0,59200.0
1381,toyota,vellfire,2008.0,05-jan-2009,mpv,"coe car, premium ad car, low mileage car",auto,1980.0,206.0,,3456.0,6.0,8660.0,33377.0,4030.0,23711.0,88000.0,50339.0,50339.0,67600.0
1382,mercedes-benz,gla180,2019.0,20-nov-2019,suv,"parf car, premium ad car",auto,1435.0,90.0,,1595.0,1.0,13010.0,31917.0,740.0,48175.0,29225.0,26545.0,29163.0,134000.0
1383,volkswagen,t-cross,2020.0,26-feb-2021,suv,"parf car, almost new car, premium ad car",auto,1369.0,85.0,,999.0,1.0,9710.0,40556.0,392.0,56071.0,6000.0,22384.0,23338.0,114400.0
1384,maserati,quattroporte,2010.0,06-jul-2010,luxury sedan,coe car,auto,1990.0,295.0,,4244.0,5.0,13320.0,37502.0,5198.0,30639.0,135000.0,111145.0,111145.0,119700.0
1385,bmw,118i,2020.0,26-nov-2020,hatchback,"parf car, almost new car",auto,1320.0,103.0,,1499.0,1.0,12250.0,41101.0,684.0,67114.0,7758.0,33395.0,38753.0,146100.0
1386,,golf,2015.0,14-dec-2015,hatchback,parf car,auto,1249.0,90.0,,1395.0,1.0,10790.0,56989.0,624.0,30939.0,67728.0,19158.0,9158.0,56100.0
1387,mercedes-benz,c180,2019.0,07-jul-2020,luxury sedan,parf car,auto,1490.0,115.0,,1595.0,1.0,15890.0,30012.0,740.0,61304.0,15000.0,38805.0,46327.0,180200.0
1388,,cerato,2018.0,13-aug-2018,mid-sized sedan,"parf car, premium ad car",auto,1287.0,93.8,,1591.0,1.0,8600.0,33798.0,738.0,33857.0,73207.97487437187,13734.0,13734.0,73500.0
1389,honda,crossroad,2007.0,08-aug-2007,suv,coe car,auto,1410.0,103.0,,1799.0,4.0,9790.0,25486.0,1467.0,4580.0,73207.97487437187,18645.0,20510.0,9700.0
1390,audi,a4,2016.0,18-jan-2017,luxury sedan,parf car,auto,1450.0,110.0,,1395.0,2.0,13270.0,53001.0,624.0,48646.0,78421.0,32212.0,27097.0,93000.0
1391,isuzu,cyz52k,2012.0,15-oct-2012,truck,coe car,manual,11940.0,133.66807772380292,diesel,15681.0,2.0,13550.0,41823.61992102917,1341.5123687119956,44184.92604233483,73207.97487437187,100402.0,5021.0,74600.0
1392,toyota,sienta,2020.0,09-oct-2020,mpv,"parf car, almost new car, low mileage car",auto,1320.0,80.0,,1496.0,1.0,9660.0,36534.0,682.0,46284.0,140.0,25183.0,17257.0,106500.0
1393,golden dragon,xml6701,2011.0,06-dec-2011,bus/mini bus,-,manual,4280.0,133.66807772380292,diesel,2776.0,2.0,14484.37163485071,41823.61992102917,1341.5123687119956,44184.92604233483,250000.0,40457.0,2023.0,44900.0
1394,mercedes-benz,a200,2019.0,26-jun-2019,hatchback,"parf car, premium ad car",auto,1375.0,120.0,,1332.0,1.0,14420.0,39728.0,586.0,59456.0,23891.0,32681.0,37754.0,145100.0
1395,bmw,320i,2008.0,13-may-2009,luxury sedan,coe car,auto,1390.0,115.0,,1995.0,2.0,9450.0,17706.0,1570.0,9294.0,73207.97487437187,36802.0,36802.0,27300.0
1396,nissan,nv350,2017.0,30-jun-2017,van,premium ad car,manual,1800.0,133.66807772380292,diesel,2488.0,1.0,8000.0,38501.0,1341.5123687119956,22510.0,73207.97487437187,25062.0,1254.0,51500.0
1397,mercedes-benz,gla180,2019.0,16-mar-2020,suv,parf car,auto,1435.0,90.0,,1595.0,1.0,13360.0,30010.0,740.0,48822.0,29000.0,27749.0,30849.0,142800.0
1398,bmw,520i,2014.0,10-apr-2015,luxury sedan,"parf car, premium ad car",auto,1615.0,135.0,,1997.0,2.0,17230.0,76612.0,1210.0,54229.0,101000.0,38362.0,40707.0,91100.0
1399,volkswagen,golf,2015.0,17-dec-2015,hatchback,"parf car, premium ad car",auto,1249.0,90.0,,1395.0,2.0,10950.0,56989.0,624.0,30986.0,80000.0,19158.0,9158.0,57000.0
